,id,rk,g,date,unnamed: 3_level_1,opp,w/l,tm,opp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg%,opp_3p,opp_3pa,opp_3p%,opp_ft,opp_fta,opp_ft%,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,season,team
296,26,25,25,2023-12-16,,DET,W,146,114,50,88,.568,19,42,.452,27,32,.844,8,49,24,5,8,14,24,43,96,.448,6,28,.214,22,26,.846,10,36,25,10,4,8,23,2024,MIL
297,27,26,26,2023-12-17,,HOU,W,128,119,45,90,.500,13,36,.361,25,32,.781,16,46,25,4,1,15,23,45,85,.529,11,27,.407,18,21,.857,6,31,26,8,4,9,21,2024,MIL
298,28,27,27,2023-12-19,,SAS,W,132,119,50,106,.472,18,49,.367,14,18,.778,11,47,34,11,7,6,15,46,96,.479,9,30,.300,18,21,.857,8,52,27,4,4,16,17,2024,MIL
299,29,28,28,2023-12-21,,ORL,W,118,114,38,90,.422,11,37,.297,31,35,.886,10,51,26,3,6,13,22,45,99,.455,8,33,.242,16,23,.696,13,45,26,6,9,7,23,2024,MIL
300,30,29,29,2023-12-23,@,NYK,W,130,111,48,91,.527,16,32,.500,18,23,.783,12,53,25,4,2,14,22,41,93,.441,9,29,.310,20,21,.952,11,41,17,5,2,11,22,2024,MIL
301,31,30,30,2023-12-25,@,NYK,L,122,129,45,95,.474,13,42,.310,19,24,.792,17,44,26,7,4,11,23,50,92,.543,8,26,.308,21,26,.808,7,41,27,7,4,11,18,2024,MIL
302,32,31,31,2023-12-27,@,BRK,W,144,122,52,89,.584,23,51,.451,17,23,.739,8,41,41,6,8,10,18,45,101,.446,7,32,.219,25,29,.862,17,47,29,7,2,9,17,2024,MIL
303,33,32,32,2023-12-29,@,CLE,W,119,111,41,80,.513,12,29,.414,25,28,.893,7,43,26,5,6,17,15,49,103,.476,6,43,.140,7,9,.778,7,37,28,11,7,8,20,2024,MIL
304,34,33,33,2024-01-01,,IND,L,113,122,41,93,.441,10,40,.250,21,26,.808,8,46,27,4,8,11,26,43,97,.443,5,35,.143,31,38,.816,14,52,23,7,5,7,24,2024,MIL
305,35,34,34,2024-01-03,@,IND,L,130,142,46,92,.500,14,37,.378,24,32,.750,10,42,30,6,4,13,25,50,90,.556,14,35,.400,28,34,.824,7,44,34,7,5,10,27,2024,MIL
306,36,35,35,2024-01-04,@,SAS,W,125,121,49,92,.533,12,34,.353,15,19,.789,8,42,27,5,5,14,16,46,95,.484,14,40,.350,15,17,.882,10,42,31,10,8,11,16,2024,MIL
307,37,36,36,2024-01-06,@,HOU,L,108,112,35,76,.461,9,34,.265,29,42,.690,4,41,20,7,4,11,24,36,83,.434,13,34,.382,27,32,.844,7,46,22,7,2,10,24,2024,MIL
308,38,37,37,2024-01-08,,UTA,L,116,132,42,94,.447,17,36,.472,15,19,.789,11,38,31,6,6,9,20,47,90,.522,20,44,.455,18,22,.818,10,47,33,6,8,10,15,2024,MIL
309,39,38,38,2024-01-11,,BOS,W,135,102,52,92,.565,18,42,.429,13,16,.813,12,54,34,3,6,9,22,34,91,.374,9,35,.257,25,30,.833,6,31,22,5,5,6,13,2024,MIL
310,40,39,39,2024-01-13,,GSW,W,129,118,51,94,.543,13,31,.419,14,17,.824,14,50,33,6,5,12,15,47,98,.480,15,36,.417,9,14,.643,12,41,23,5,4,7,16,2024,MIL
311,41,40,40,2024-01-14,,SAC,W,143,142,48,92,.522,20,43,.465,27,32,.844,4,40,31,5,3,13,22,55,105,.524,17,41,.415,15,20,.750,9,47,34,6,2,9,19,2024,MIL
314,44,41,41,2024-01-17,@,CLE,L,95,135,38,95,.400,12,42,.286,7,10,.700,9,36,19,6,6,10,18,55,93,.591,12,28,.429,13,19,.684,11,55,36,5,3,10,9,2024,MIL
315,45,42,42,2024-01-20,@,DET,W,141,135,47,85,.553,12,32,.375,35,49,.714,8,49,30,6,6,10,18,44,94,.468,21,37,.568,26,32,.813,9,40,30,6,2,8,30,2024,MIL
316,46,43,43,2024-01-22,@,DET,W,122,113,42,94,.447,10,39,.256,28,34,.824,10,49,26,7,8,9,22,40,89,.449,10,30,.333,23,29,.793,6,42,25,4,9,10,25,2024,MIL
317,47,44,44,2024-01-24,,CLE,W,126,116,45,90,.500,11,29,.379,25,28,.893,10,46,24,9,3,11,16,46,91,.505,13,38,.342,11,15,.733,6,39,26,5,2,12,18,2024,MIL
318,48,45,45,2024-01-26,,CLE,L,100,112,35,87,.402,13,34,.382,17,24,.708,12,51,21,6,4,18,24,38,92,.413,14,36,.389,22,31,.710,15,51,20,7,8,13,22,2024,MIL
319,49,46,46,2024-01-27,,NOP,W,141,117,51,91,.560,20,45,.444,19,25,.760,6,45,30,12,0,9,25,40,85,.471,9,23,.391,28,36,.778,9,43,20,5,3,14,17,2024,MIL
320,50,47,47,2024-01-29,@,DEN,L,107,113,36,84,.429,16,40,.400,19,25,.760,7,40,24,3,7,12,22,44,91,.484,4,18,.222,21,24,.875,9,47,29,7,4,8,22,2024,MIL
321,51,48,48,2024-01-31,@,POR,L,116,119,45,92,.489,13,45,.289,13,18,.722,10,39,27,7,5,13,17,49,92,.533,12,28,.429,9,9,1.000,9,39,26,9,1,11,20,2024,MIL
322,52,49,49,2024-02-03,@,DAL,W,129,117,50,88,.568,12,30,.400,17,25,.680,5,36,34,13,2,11,21,40,81,.494,16,39,.410,21,23,.913,8,42,22,9,1,21,19,2024,MIL
323,53,50,50,2024-02-04,@,UTA,L,108,123,39,84,.464,15,41,.366,15,25,.600,7,32,27,8,3,11,21,43,89,.483,17,44,.386,20,24,.833,12,52,31,3,3,16,24,2024,MIL
