,id,rk,g,date,unnamed: 3_level_1,opp,w/l,tm,opp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg%,opp_3p,opp_3pa,opp_3p%,opp_ft,opp_fta,opp_ft%,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,season,team
5665,85,80,80,2022-04-07,,BOS,W,127,121,49,97,.505,14,38,.368,15,21,.714,14,48,27,13,5,11,19,43,87,.494,21,50,.420,14,19,.737,8,44,30,8,4,16,15,2022,MIL
5668,88,81,81,2022-04-08,@,DET,W,131,101,50,101,.495,11,37,.297,20,23,.870,10,51,29,7,1,7,20,35,90,.389,10,48,.208,21,23,.913,9,43,27,6,5,11,22,2022,MIL
5669,89,82,82,2022-04-10,@,CLE,L,115,133,39,88,.443,12,30,.400,25,32,.781,8,41,27,7,2,12,14,51,94,.543,19,38,.500,12,17,.706,10,48,39,5,5,10,26,2022,MIL
5670,0,1,1,2021-10-20,,IND,W,123,122,46,107,.430,13,31,.419,18,27,.667,12,46,29,9,5,8,21,42,90,.467,17,47,.362,21,24,.875,8,51,29,2,10,16,24,2022,CHO
5671,1,2,2,2021-10-22,@,CLE,W,123,112,48,91,.527,13,32,.406,14,17,.824,11,46,32,13,1,18,16,43,84,.512,9,31,.290,17,20,.850,7,36,26,9,3,18,15,2022,CHO
5672,2,3,3,2021-10-24,@,BRK,W,111,95,43,94,.457,10,30,.333,15,19,.789,10,48,26,10,5,12,17,38,87,.437,9,35,.257,10,12,.833,9,44,18,10,8,17,19,2022,CHO
5673,3,4,4,2021-10-25,,BOS,L,129,140,46,103,.447,19,44,.432,18,28,.643,14,52,26,4,6,14,25,50,101,.495,19,50,.380,21,25,.840,11,53,33,8,9,12,23,2022,CHO
5674,4,5,5,2021-10-27,@,ORL,W,120,111,43,83,.518,14,30,.467,20,24,.833,10,40,22,14,4,16,14,43,88,.489,15,40,.375,10,13,.769,8,33,22,6,2,18,21,2022,CHO
5675,5,6,6,2021-10-29,@,MIA,L,99,114,35,90,.389,13,37,.351,16,22,.727,11,37,21,8,6,11,17,43,91,.473,9,35,.257,19,19,1.000,16,60,23,6,3,17,20,2022,CHO
5676,6,7,7,2021-10-31,,POR,W,125,113,46,89,.517,20,42,.476,13,21,.619,10,44,36,4,6,8,18,43,97,.443,17,54,.315,10,11,.909,15,47,30,4,5,12,18,2022,CHO
5677,7,8,8,2021-11-01,,CLE,L,110,113,42,101,.416,15,39,.385,11,15,.733,20,46,27,12,12,17,23,39,90,.433,9,28,.321,26,38,.684,17,49,21,12,7,16,14,2022,CHO
5678,8,9,9,2021-11-03,@,GSW,L,92,114,34,91,.374,10,36,.278,14,19,.737,9,49,18,10,2,16,14,42,86,.488,18,45,.400,12,18,.667,7,53,33,14,4,16,17,2022,CHO
5679,9,10,10,2021-11-05,@,SAC,L,110,140,43,92,.467,11,35,.314,13,21,.619,7,28,29,8,5,10,19,48,87,.552,22,44,.500,22,26,.846,13,56,29,5,1,18,21,2022,CHO
5680,10,11,11,2021-11-07,@,LAC,L,106,120,41,101,.406,10,33,.303,14,18,.778,12,44,20,13,2,13,21,41,86,.477,18,48,.375,20,21,.952,7,50,24,8,5,20,16,2022,CHO
5681,11,12,12,2021-11-08,@,LAL,L,123,126,43,99,.434,14,42,.333,23,28,.821,14,55,23,5,3,18,23,44,91,.484,13,32,.406,25,35,.714,8,51,30,11,8,15,23,2022,CHO
5682,12,13,13,2021-11-10,@,MEM,W,118,108,41,90,.456,15,36,.417,21,24,.875,9,49,32,13,7,17,16,45,107,.421,9,38,.237,9,15,.600,20,57,27,14,8,16,18,2022,CHO
5683,13,14,14,2021-11-12,,NYK,W,104,96,39,90,.433,10,36,.278,16,24,.667,12,49,25,10,5,12,18,36,93,.387,13,35,.371,11,18,.611,14,51,17,8,5,19,22,2022,CHO
5684,14,15,15,2021-11-14,,GSW,W,106,102,42,88,.477,14,36,.389,8,12,.667,4,39,23,10,2,11,21,38,90,.422,9,39,.231,17,25,.680,11,49,31,8,7,15,17,2022,CHO
5685,15,16,16,2021-11-17,,WAS,W,97,87,42,96,.438,10,32,.313,3,6,.500,16,59,30,6,8,11,16,33,90,.367,8,42,.190,13,16,.813,11,48,23,7,5,10,12,2022,CHO
5686,16,17,17,2021-11-19,,IND,W,121,118,44,81,.543,12,31,.387,21,28,.750,6,45,28,8,7,17,26,41,88,.466,11,36,.306,25,32,.781,8,38,19,10,6,10,24,2022,CHO
5687,17,18,18,2021-11-20,@,ATL,L,105,115,43,102,.422,10,40,.250,9,15,.600,20,51,26,6,2,10,22,43,82,.524,12,34,.353,17,21,.810,8,46,24,6,6,12,22,2022,CHO
5688,18,19,19,2021-11-22,@,WAS,W,109,103,40,91,.440,15,31,.484,14,24,.583,6,36,21,11,4,10,22,36,94,.383,9,37,.243,22,27,.815,20,65,23,6,6,18,20,2022,CHO
5689,19,20,20,2021-11-24,@,ORL,W,106,99,39,93,.419,12,40,.300,16,21,.762,12,49,26,11,11,10,16,38,93,.409,15,42,.357,8,10,.800,10,51,23,5,1,14,19,2022,CHO
5692,22,21,21,2021-11-26,,MIN,W,133,115,49,88,.557,23,40,.575,12,15,.800,7,44,32,5,7,15,21,45,100,.450,11,35,.314,14,19,.737,15,45,24,8,6,12,20,2022,CHO
5693,23,22,22,2021-11-27,@,HOU,L,143,146,48,103,.466,20,50,.400,27,30,.900,16,39,31,10,5,11,23,51,95,.537,23,49,.469,21,31,.677,10,41,36,5,4,13,25,2022,CHO
5694,24,23,23,2021-11-29,@,CHI,L,119,133,42,88,.477,18,39,.462,17,21,.810,5,34,23,7,9,9,14,53,89,.596,14,30,.467,13,19,.684,5,41,35,3,5,10,19,2022,CHO
5695,25,24,24,2021-12-01,@,MIL,L,125,127,43,87,.494,21,51,.412,18,21,.857,3,36,30,8,9,16,21,46,94,.489,14,36,.389,21,26,.808,9,45,29,10,1,13,20,2022,CHO
5696,26,25,25,2021-12-05,@,ATL,W,130,127,46,86,.535,17,37,.459,21,28,.750,7,39,21,9,3,6,18,48,93,.516,17,37,.459,14,18,.778,10,45,29,4,3,10,19,2022,CHO
5697,27,26,26,2021-12-06,,PHI,L,124,127,48,107,.449,16,46,.348,12,17,.706,13,42,31,6,6,8,18,46,87,.529,15,36,.417,20,27,.741,8,49,28,6,9,15,19,2022,CHO
5698,28,27,27,2021-12-08,,PHI,L,106,110,39,80,.488,10,29,.345,18,21,.857,8,35,22,7,4,18,24,36,75,.480,13,34,.382,25,30,.833,8,36,23,6,4,15,21,2022,CHO
5699,29,28,28,2021-12-10,,SAC,W,124,123,48,87,.552,14,35,.400,14,20,.700,11,39,29,9,8,15,20,48,101,.475,14,41,.341,13,17,.765,20,48,22,11,4,14,20,2022,CHO
5700,30,29,29,2021-12-13,@,DAL,L,96,120,34,86,.395,13,37,.351,15,24,.625,18,38,22,8,2,8,18,43,83,.518,19,41,.463,15,17,.882,14,50,28,4,8,9,19,2022,CHO
5701,31,30,30,2021-12-15,@,SAS,W,131,115,51,86,.593,18,34,.529,11,16,.688,9,48,34,3,4,11,16,39,90,.433,12,37,.324,25,25,1.000,11,38,27,5,3,8,14,2022,CHO
5702,32,31,31,2021-12-17,@,POR,L,116,125,44,92,.478,13,37,.351,15,18,.833,10,38,29,8,4,13,19,44,85,.518,21,47,.447,16,18,.889,7,41,27,7,6,15,20,2022,CHO
5703,33,32,32,2021-12-19,@,PHO,L,106,137,36,100,.360,10,45,.222,24,28,.857,13,43,26,12,6,9,12,54,95,.568,20,41,.488,9,13,.692,10,57,35,5,8,17,21,2022,CHO
5704,34,33,33,2021-12-20,@,UTA,L,102,112,39,101,.386,15,43,.349,9,9,1.000,11,51,27,7,4,13,25,34,96,.354,16,53,.302,28,37,.757,22,68,21,4,6,17,14,2022,CHO
5705,35,34,34,2021-12-23,@,DEN,W,115,107,39,94,.415,16,47,.340,21,24,.875,12,50,28,10,8,11,21,40,96,.417,14,40,.350,13,17,.765,10,54,23,7,2,15,22,2022,CHO
5706,36,35,35,2021-12-27,,HOU,W,123,99,47,88,.534,18,41,.439,11,14,.786,7,39,33,13,4,16,18,36,87,.414,15,46,.326,12,18,.667,13,44,20,9,3,21,15,2022,CHO
5707,37,36,36,2021-12-29,@,IND,W,116,108,44,85,.518,9,26,.346,19,32,.594,8,48,27,12,5,13,20,36,86,.419,17,45,.378,19,29,.655,10,45,25,8,6,18,20,2022,CHO
5708,38,37,37,2022-01-02,,PHO,L,99,133,39,85,.459,9,35,.257,12,21,.571,5,34,27,10,9,17,15,52,103,.505,17,41,.415,12,12,1.000,14,53,36,15,4,17,21,2022,CHO
5709,39,38,38,2022-01-03,@,WAS,L,121,124,50,104,.481,14,38,.368,7,13,.538,13,45,28,14,5,8,22,40,87,.460,16,38,.421,28,31,.903,10,51,26,5,4,15,12,2022,CHO
5710,40,39,39,2022-01-05,,DET,W,140,111,48,81,.593,24,42,.571,20,29,.690,8,49,39,6,3,17,21,43,92,.467,14,42,.333,11,20,.550,9,36,26,12,3,13,21,2022,CHO
5711,41,40,40,2022-01-08,,MIL,W,114,106,44,99,.444,16,48,.333,10,17,.588,13,49,29,10,3,10,25,35,90,.389,12,37,.324,24,26,.923,14,53,21,6,4,15,20,2022,CHO
5714,44,41,41,2022-01-10,,MIL,W,103,99,38,96,.396,13,44,.295,14,16,.875,13,48,23,12,3,14,16,37,84,.440,13,43,.302,12,16,.750,7,48,25,7,2,20,17,2022,CHO
5715,45,42,42,2022-01-12,@,PHI,W,109,98,46,89,.517,10,34,.294,7,8,.875,7,42,29,9,3,10,21,34,73,.466,12,30,.400,18,28,.643,3,33,18,3,3,16,13,2022,CHO
5716,46,43,43,2022-01-14,,ORL,L,109,116,40,97,.412,12,42,.286,17,21,.810,11,44,28,9,5,16,20,45,87,.517,15,45,.333,11,15,.733,4,43,32,9,4,19,18,2022,CHO
5717,47,44,44,2022-01-17,@,NYK,W,97,87,36,86,.419,14,39,.359,11,17,.647,6,39,23,6,2,7,14,32,80,.400,12,34,.353,11,21,.524,14,53,22,7,4,15,19,2022,CHO
5718,48,45,45,2022-01-19,@,BOS,W,111,102,42,86,.488,16,39,.410,11,15,.733,11,47,27,6,6,15,17,39,90,.433,14,46,.304,10,13,.769,8,38,27,8,3,14,20,2022,CHO
5719,49,46,46,2022-01-21,,OKC,W,121,98,45,99,.455,17,49,.347,14,20,.700,16,62,34,8,5,12,18,37,98,.378,12,44,.273,12,15,.800,15,52,20,6,2,11,21,2022,CHO
5720,50,47,47,2022-01-23,,ATL,L,91,113,34,87,.391,4,36,.111,19,27,.704,11,54,23,6,6,16,24,40,88,.455,15,39,.385,18,24,.750,7,45,25,12,6,10,22,2022,CHO
5721,51,48,48,2022-01-25,@,TOR,L,113,125,40,82,.488,10,31,.323,23,32,.719,9,37,25,7,2,12,20,43,82,.524,16,34,.471,23,29,.793,7,42,27,6,7,14,22,2022,CHO
5722,52,49,49,2022-01-26,@,IND,W,158,126,54,93,.581,24,45,.533,26,33,.788,8,36,37,9,5,13,29,44,92,.478,10,34,.294,28,34,.824,17,41,33,9,3,19,31,2022,CHO
5723,53,50,50,2022-01-28,,LAL,W,117,114,43,83,.518,11,36,.306,20,28,.714,11,50,25,4,5,11,24,38,91,.418,15,40,.375,23,32,.719,12,44,19,7,3,6,23,2022,CHO
5724,54,51,51,2022-01-30,,LAC,L,90,115,32,98,.327,8,34,.235,18,27,.667,11,44,24,8,2,8,15,44,84,.524,11,28,.393,16,19,.842,6,60,23,5,6,17,23,2022,CHO
5725,55,52,52,2022-02-02,@,BOS,L,107,113,37,87,.425,12,40,.300,21,27,.778,14,46,18,12,4,16,20,42,82,.512,14,36,.389,15,17,.882,6,42,31,9,5,18,21,2022,CHO
5726,56,53,53,2022-02-04,,CLE,L,101,102,38,92,.413,14,43,.326,11,12,.917,15,52,27,9,2,14,22,36,90,.400,14,35,.400,16,20,.800,15,51,26,7,0,12,17,2022,CHO
5727,57,54,54,2022-02-05,,MIA,L,86,104,33,86,.384,10,36,.278,10,16,.625,12,50,23,4,5,19,19,38,91,.418,11,32,.344,17,18,.944,11,49,27,14,6,12,17,2022,CHO
5728,58,55,55,2022-02-07,,TOR,L,101,116,39,95,.411,9,40,.225,14,16,.875,9,38,28,11,4,13,19,41,84,.488,15,35,.429,19,29,.655,14,51,21,9,5,18,20,2022,CHO
5729,59,56,56,2022-02-09,,CHI,L,109,121,40,93,.430,13,43,.302,16,23,.696,11,43,26,7,1,8,16,46,82,.561,16,33,.485,13,19,.684,5,40,27,4,5,12,17,2022,CHO
5730,60,57,57,2022-02-11,@,DET,W,141,119,54,97,.557,18,42,.429,15,23,.652,15,51,36,13,2,18,22,48,102,.471,12,35,.343,11,18,.611,16,45,32,10,6,18,20,2022,CHO
5731,61,58,58,2022-02-12,,MEM,L,118,125,39,97,.402,14,45,.311,26,33,.788,18,53,28,7,6,16,29,47,96,.490,11,33,.333,20,33,.606,16,57,31,11,8,17,26,2022,CHO
5732,62,59,59,2022-02-15,@,MIN,L,120,126,42,102,.412,8,33,.242,28,37,.757,16,62,31,9,7,14,30,43,109,.394,13,55,.236,27,43,.628,17,58,29,10,8,13,26,2022,CHO
5733,63,60,60,2022-02-17,,MIA,L,107,111,38,95,.400,10,42,.238,21,30,.700,17,58,27,6,4,18,28,41,102,.402,14,48,.292,15,23,.652,15,56,31,4,5,14,23,2022,CHO
5736,66,61,61,2022-02-25,,TOR,W,125,93,52,94,.553,15,40,.375,6,9,.667,13,52,34,10,7,16,20,37,84,.440,6,23,.261,13,23,.565,10,36,18,6,4,16,12,2022,CHO
5737,67,62,62,2022-02-27,,DET,L,126,127,45,89,.506,13,31,.419,23,34,.676,12,46,25,8,8,17,19,50,110,.455,14,40,.350,13,18,.722,22,54,30,10,3,14,29,2022,CHO
5738,68,63,63,2022-02-28,@,MIL,L,106,130,36,93,.387,14,39,.359,20,32,.625,9,40,22,6,1,8,27,40,91,.440,18,45,.400,32,37,.865,17,62,25,4,5,13,28,2022,CHO
5739,69,64,64,2022-03-02,@,CLE,W,119,98,43,85,.506,17,38,.447,16,22,.727,9,45,32,10,5,10,21,37,79,.468,10,31,.323,14,21,.667,4,37,21,6,1,14,18,2022,CHO
5740,70,65,65,2022-03-05,,SAS,W,123,117,42,91,.462,16,42,.381,23,29,.793,11,50,29,8,5,9,16,45,98,.459,11,37,.297,16,20,.800,13,51,28,7,6,10,18,2022,CHO
5741,71,66,66,2022-03-08,,BRK,L,121,132,45,92,.489,13,41,.317,18,22,.818,10,41,26,12,3,15,24,46,82,.561,18,35,.514,22,29,.759,6,38,33,8,4,16,20,2022,CHO
5742,72,67,67,2022-03-09,,BOS,L,101,115,36,85,.424,8,33,.242,21,28,.750,15,46,18,8,7,16,15,46,93,.495,12,37,.324,11,14,.786,16,47,30,10,8,11,20,2022,CHO
5743,73,68,68,2022-03-11,@,NOP,W,142,120,52,87,.598,22,47,.468,16,20,.800,6,38,41,11,1,14,23,43,86,.500,15,39,.385,19,25,.760,13,40,31,9,2,17,21,2022,CHO
5744,74,69,69,2022-03-14,@,OKC,W,134,116,49,91,.538,20,35,.571,16,21,.762,8,37,33,12,7,6,17,42,90,.467,16,44,.364,16,19,.842,13,49,31,4,3,18,19,2022,CHO
5745,75,70,70,2022-03-16,,ATL,W,116,106,43,87,.494,11,35,.314,19,23,.826,11,43,30,8,8,9,18,40,93,.430,13,37,.351,13,14,.929,12,43,28,6,2,12,23,2022,CHO
5746,76,71,71,2022-03-19,,DAL,W,129,108,44,88,.500,20,42,.476,21,27,.778,10,46,33,8,8,9,18,39,89,.438,14,38,.368,16,20,.800,12,44,18,4,4,13,26,2022,CHO
5747,77,72,72,2022-03-21,,NOP,W,106,103,40,79,.506,13,37,.351,13,15,.867,5,35,34,5,10,17,19,40,90,.444,9,24,.375,14,16,.875,15,47,23,9,4,15,16,2022,CHO
5748,78,73,73,2022-03-23,,NYK,L,106,121,42,89,.472,13,46,.283,9,17,.529,14,45,26,5,4,9,18,43,83,.518,20,45,.444,15,17,.882,6,40,30,5,3,7,17,2022,CHO
5749,79,74,74,2022-03-25,,UTA,W,107,101,41,88,.466,13,34,.382,12,17,.706,16,45,26,7,3,9,17,38,84,.452,17,47,.362,8,11,.727,9,38,25,7,2,11,16,2022,CHO
5750,80,75,75,2022-03-27,@,BRK,W,119,110,42,98,.429,17,32,.531,18,23,.783,17,53,26,6,2,11,22,43,97,.443,7,34,.206,17,26,.654,14,50,30,9,11,9,20,2022,CHO
5751,81,76,76,2022-03-28,,DEN,L,109,113,44,93,.473,13,42,.310,8,12,.667,8,40,33,11,3,14,21,40,86,.465,12,33,.364,21,28,.750,17,51,29,7,3,16,17,2022,CHO
5752,82,77,77,2022-03-30,@,NYK,W,125,114,49,90,.544,12,35,.343,15,17,.882,8,40,39,7,3,11,21,40,85,.471,16,44,.364,18,26,.692,11,43,23,5,5,12,19,2022,CHO
5753,83,78,78,2022-04-02,@,PHI,L,114,144,42,87,.483,11,30,.367,19,24,.792,7,32,34,14,1,17,18,53,87,.609,21,43,.488,17,21,.810,10,47,38,10,5,19,18,2022,CHO
5754,84,79,79,2022-04-05,@,MIA,L,115,144,45,85,.529,12,38,.316,13,18,.722,7,31,34,8,3,13,18,48,84,.571,23,42,.548,25,29,.862,8,41,29,10,1,14,19,2022,CHO
5755,85,80,80,2022-04-07,,ORL,W,128,101,48,92,.522,12,34,.353,20,27,.741,10,56,29,9,10,11,17,38,95,.400,15,48,.313,10,13,.769,8,43,27,6,4,16,22,2022,CHO
5758,88,81,81,2022-04-08,@,CHI,W,133,117,52,86,.605,19,40,.475,10,10,1.000,8,38,34,7,4,11,21,44,82,.537,13,24,.542,16,20,.800,6,31,25,7,1,12,12,2022,CHO
5759,89,82,82,2022-04-10,,WAS,W,124,108,48,89,.539,18,33,.545,10,14,.714,11,48,34,6,9,17,20,42,94,.447,8,23,.348,16,26,.615,17,43,25,12,3,10,16,2022,CHO
5760,0,1,1,2021-10-20,,DEN,L,98,110,36,87,.414,14,37,.378,12,17,.706,11,45,23,9,3,18,18,44,83,.530,17,39,.436,5,9,.556,6,46,25,9,1,17,20,2022,PHO
5761,1,2,2,2021-10-22,@,LAL,W,115,105,42,86,.488,10,32,.313,21,28,.750,7,47,31,8,2,11,22,34,86,.395,15,34,.441,22,29,.759,12,46,25,7,3,16,26,2022,PHO
5762,2,3,3,2021-10-23,@,POR,L,105,134,43,89,.483,9,28,.321,10,15,.667,7,38,27,6,1,14,19,51,94,.543,21,50,.420,11,17,.647,8,48,24,8,5,9,15,2022,PHO
5763,3,4,4,2021-10-27,,SAC,L,107,110,42,93,.452,6,22,.273,17,24,.708,14,56,23,6,6,11,16,42,95,.442,15,38,.395,11,15,.733,8,40,28,7,6,11,20,2022,PHO
5764,4,5,5,2021-10-30,,CLE,W,101,92,39,84,.464,6,26,.231,17,27,.630,8,52,27,12,3,13,14,36,91,.396,14,44,.318,6,7,.857,10,47,21,8,3,19,21,2022,PHO
5765,5,6,6,2021-11-02,,NOP,W,112,100,43,82,.524,9,26,.346,17,18,.944,7,42,32,8,4,19,17,36,91,.396,13,39,.333,15,16,.938,14,43,21,17,6,17,16,2022,PHO
5766,6,7,7,2021-11-04,,HOU,W,123,111,44,93,.473,14,31,.452,21,23,.913,13,46,29,12,8,12,24,38,88,.432,11,32,.344,24,28,.857,7,43,25,4,4,18,21,2022,PHO
5767,7,8,8,2021-11-06,,ATL,W,121,117,45,88,.511,14,43,.326,17,21,.810,5,42,26,8,6,12,22,42,97,.433,13,33,.394,20,23,.870,14,50,18,3,1,12,16,2022,PHO
5768,8,9,9,2021-11-08,@,SAC,W,109,104,44,93,.473,12,30,.400,9,11,.818,5,38,28,14,9,14,21,37,82,.451,10,24,.417,20,26,.769,8,46,18,6,6,24,18,2022,PHO
5769,9,10,10,2021-11-10,,POR,W,119,109,49,94,.521,11,28,.393,10,12,.833,9,39,27,6,6,10,20,44,91,.484,7,30,.233,14,16,.875,14,46,24,5,2,14,21,2022,PHO
5770,10,11,11,2021-11-12,@,MEM,W,119,94,46,94,.489,18,37,.486,9,9,1.000,4,46,28,12,6,12,22,37,98,.378,7,33,.212,13,23,.565,17,59,19,6,6,15,16,2022,PHO
5771,11,12,12,2021-11-14,@,HOU,W,115,89,42,97,.433,14,40,.350,17,20,.850,12,52,19,16,7,10,19,35,85,.412,7,32,.219,12,18,.667,9,48,19,7,5,23,19,2022,PHO
5772,12,13,13,2021-11-15,@,MIN,W,99,96,32,85,.376,7,31,.226,28,36,.778,14,52,21,8,2,15,23,31,85,.365,13,44,.295,21,27,.778,13,54,18,8,3,18,28,2022,PHO
5773,13,14,14,2021-11-17,,DAL,W,105,98,41,93,.441,13,39,.333,10,14,.714,8,49,27,6,7,7,9,38,91,.418,16,32,.500,6,6,1.000,8,49,28,5,2,10,14,2022,PHO
5774,14,15,15,2021-11-19,,DAL,W,112,104,44,85,.518,14,29,.483,10,14,.714,10,53,28,7,4,17,22,37,90,.411,12,40,.300,18,23,.783,10,40,25,15,1,10,17,2022,PHO
5775,15,16,16,2021-11-21,,DEN,W,126,97,46,87,.529,11,36,.306,23,26,.885,10,51,34,7,3,11,20,33,90,.367,11,38,.289,20,28,.714,12,42,20,5,1,10,22,2022,PHO
5776,16,17,17,2021-11-22,@,SAS,W,115,111,45,88,.511,12,27,.444,13,16,.813,11,44,25,10,0,15,18,49,93,.527,5,20,.250,8,16,.500,11,44,23,9,4,15,16,2022,PHO
5777,17,18,18,2021-11-24,@,CLE,W,120,115,45,86,.523,8,22,.364,22,28,.786,10,47,26,4,2,15,23,43,97,.443,12,39,.308,17,25,.680,13,44,22,7,0,10,23,2022,PHO
5778,18,19,19,2021-11-26,@,NYK,W,118,97,44,79,.557,13,28,.464,17,21,.810,1,35,28,10,2,11,19,34,92,.370,12,39,.308,17,22,.773,17,51,13,7,1,15,20,2022,PHO
5779,19,20,20,2021-11-27,@,BRK,W,113,107,41,92,.446,13,38,.342,18,21,.857,11,41,17,11,1,12,17,42,84,.500,7,23,.304,16,21,.762,10,47,25,7,5,20,15,2022,PHO
5782,22,21,21,2021-11-30,,GSW,W,104,96,43,87,.494,12,30,.400,6,11,.545,8,35,28,12,4,12,12,36,86,.419,14,40,.350,10,14,.714,15,51,25,7,5,22,13,2022,PHO
5783,23,22,22,2021-12-02,,DET,W,114,103,43,79,.544,12,21,.571,16,23,.696,6,44,23,8,3,14,20,36,80,.450,11,27,.407,20,26,.769,7,36,20,6,6,12,22,2022,PHO
5784,24,23,23,2021-12-03,@,GSW,L,96,118,31,81,.383,8,22,.364,26,35,.743,9,38,23,9,3,14,15,45,92,.489,19,39,.487,9,12,.750,11,51,30,10,8,17,29,2022,PHO
5785,25,24,24,2021-12-06,,SAS,W,108,104,43,94,.457,10,29,.345,12,18,.667,15,49,27,6,4,17,20,40,93,.430,11,29,.379,13,19,.684,9,41,31,12,6,15,18,2022,PHO
5786,26,25,25,2021-12-10,,BOS,W,111,90,43,96,.448,14,38,.368,11,11,1.000,14,53,25,4,9,12,21,35,93,.376,4,26,.154,16,24,.667,15,46,13,7,6,13,17,2022,PHO
5787,27,26,26,2021-12-13,@,LAC,L,95,111,36,96,.375,7,29,.241,16,19,.842,13,41,22,10,3,10,23,43,78,.551,9,21,.429,16,23,.696,8,45,24,5,7,16,20,2022,PHO
5788,28,27,27,2021-12-14,@,POR,W,111,107,44,93,.473,11,31,.355,12,15,.800,8,49,30,7,0,14,24,40,96,.417,13,41,.317,14,22,.636,12,48,23,7,3,13,18,2022,PHO
5789,29,28,28,2021-12-16,,WAS,W,118,98,42,79,.532,9,29,.310,25,26,.962,9,47,25,9,2,19,23,40,82,.488,6,21,.286,12,19,.632,6,32,22,11,3,16,21,2022,PHO
5790,30,29,29,2021-12-19,,CHO,W,137,106,54,95,.568,20,41,.488,9,13,.692,10,57,35,5,8,17,21,36,100,.360,10,45,.222,24,28,.857,13,43,26,12,6,9,12,2022,PHO
5791,31,30,30,2021-12-21,@,LAL,W,108,90,41,93,.441,12,41,.293,14,15,.933,8,53,29,11,4,16,18,34,87,.391,7,35,.200,15,23,.652,6,47,14,9,3,14,18,2022,PHO
5792,32,31,31,2021-12-23,,OKC,W,113,101,45,93,.484,15,39,.385,8,13,.615,11,52,26,9,8,13,22,37,96,.385,11,41,.268,16,21,.762,11,44,17,6,5,12,10,2022,PHO
5793,33,32,32,2021-12-25,,GSW,L,107,116,40,83,.482,11,30,.367,16,16,1.000,9,37,20,5,2,13,17,42,85,.494,14,37,.378,18,21,.857,12,42,28,11,7,9,22,2022,PHO
5794,34,33,33,2021-12-27,,MEM,L,113,114,41,90,.456,11,31,.355,20,23,.870,10,35,25,11,2,11,16,45,88,.511,11,29,.379,13,17,.765,15,50,22,10,6,18,23,2022,PHO
5795,35,34,34,2021-12-29,,OKC,W,115,97,41,89,.461,12,34,.353,21,28,.750,18,56,22,7,7,14,15,38,96,.396,7,35,.200,14,16,.875,14,45,19,6,1,11,24,2022,PHO
5796,36,35,35,2021-12-31,@,BOS,L,108,123,41,100,.410,11,35,.314,15,16,.938,15,37,20,10,2,9,21,45,83,.542,10,27,.370,23,26,.885,13,51,28,6,7,17,18,2022,PHO
5797,37,36,36,2022-01-02,@,CHO,W,133,99,52,103,.505,17,41,.415,12,12,1.000,14,53,36,15,4,17,21,39,85,.459,9,35,.257,12,21,.571,5,34,27,10,9,17,15,2022,PHO
5798,38,37,37,2022-01-04,@,NOP,W,123,110,46,85,.541,17,31,.548,14,20,.700,5,42,32,7,5,10,24,36,89,.404,10,33,.303,28,32,.875,15,48,28,7,3,12,21,2022,PHO
5799,39,38,38,2022-01-06,,LAC,W,106,89,44,107,.411,10,31,.323,8,10,.800,21,63,22,5,7,8,20,31,86,.360,6,28,.214,21,25,.840,8,49,20,5,7,12,16,2022,PHO
5800,40,39,39,2022-01-08,,MIA,L,100,123,30,79,.380,14,34,.412,26,29,.897,6,35,24,10,1,15,14,44,88,.500,22,44,.500,13,15,.867,11,49,33,9,1,14,18,2022,PHO
5801,41,40,40,2022-01-11,@,TOR,W,99,95,35,74,.473,11,32,.344,18,22,.818,10,39,25,10,2,20,23,36,89,.404,8,37,.216,15,25,.600,22,47,15,11,3,14,20,2022,PHO
5804,44,41,41,2022-01-14,@,IND,W,112,94,40,88,.455,11,28,.393,21,23,.913,12,51,24,8,6,14,18,34,88,.386,13,43,.302,13,18,.722,9,42,20,9,7,12,20,2022,PHO
5805,45,42,42,2022-01-16,@,DET,W,135,108,51,87,.586,11,27,.407,22,30,.733,11,51,30,4,7,14,26,38,82,.463,9,25,.360,23,34,.676,5,32,25,6,2,9,20,2022,PHO
5806,46,43,43,2022-01-17,@,SAS,W,121,107,49,95,.516,9,32,.281,14,20,.700,12,45,29,9,5,5,18,41,92,.446,9,30,.300,16,22,.727,13,47,21,3,2,12,16,2022,PHO
5807,47,44,44,2022-01-20,@,DAL,W,109,101,39,86,.453,8,36,.222,23,25,.920,5,40,25,13,1,7,21,37,85,.435,11,37,.297,16,20,.800,10,50,19,1,3,19,22,2022,PHO
5808,48,45,45,2022-01-22,,IND,W,113,103,47,96,.490,7,25,.280,12,14,.857,14,51,34,11,8,11,19,37,84,.440,10,29,.345,19,27,.704,12,44,19,5,5,17,18,2022,PHO
5809,49,46,46,2022-01-24,,UTA,W,115,109,47,99,.475,13,36,.361,8,15,.533,18,51,28,10,5,14,17,40,81,.494,14,31,.452,15,22,.682,7,38,16,11,3,13,15,2022,PHO
5810,50,47,47,2022-01-26,@,UTA,W,105,97,40,82,.488,7,18,.389,18,27,.667,9,44,14,6,7,7,20,34,79,.430,12,30,.400,17,23,.739,8,39,20,6,4,14,28,2022,PHO
